qstr_{s0}^TOTAL:_{reg3}__|{s0}^ВСЕГО: {reg3} ({s2})
qstr_^None|^Нет
qstr_nothing|ничего
qstr_{reg0}_village{reg1?|{reg0} деревн{reg1?и:я}
qstr_{reg0}_castle{reg1?s|{reg0} замк{reg1?ов:а}
qstr_{reg0}_castle{reg1?s:|{reg0} замк{reg1?ов:а} и {s0}
qstr_{reg0}_town{reg1?s:}|{reg0} город{reg1?ов:а}
qstr_{reg0}_town{reg1?s:}_|{reg0} город{reg1?ов:а} и {s0}
qstr_{reg0}_town{reg1?s:}_{|{reg0} город{reg1?ов:а}, {s0}
qstr_Your_opponents_are_r|Ваши противники готовы к бою.
qstr_Try_to_destroy_as_ma|Попытайтесь уничтожить как можно больше целей. У вас есть две с половиной минуты.
qstr_Stay_behind_the_line|Оставайтесь за линией на земле и стреляйте по целям. Старайтесь не тратить выстрелы впустую.
qstr_Battle_Advantage_=_{|Преимущество в бою = {reg0}.
qstr_{s9}_wants_you_to_re|{s9} хочет, чтобы вы продолжали следовать за его армией, пока он не даст новых указаний.
qstr__Being_Raided_|(подвергается набегу)
qstr__Looted_|(разграблено)
qstr__Under_Siege_|(под осадой)
qstr_The_village_of_{s1}_|Деревня {s1} была разграблена {s2}.
qstr_{s3}_is_no_longer_un|{s3} больше не находится под осадой.
qstr_Small_bands_of_enemi|Небольшой отряд врагов замечен возле {s1}.
qstr_Enemy_patrols_spotte|Вражеские патрули замечены возле {s1}.
qstr_Medium_sized_group_o|Средний отряд врагов замечен возле {s1}.
qstr_Significant_group_of|Крупный отряд врагов замечен возле {s1}.
qstr_Army_of_enemies_spot|Вражеская армия замечена возле {s1}.
qstr_Large_army_of_enemie|Большая вражеская армия замечена возле {s1}.
qstr_Great_host_of_enemie|Огромное войско врагов замечено возле {s1}.
qstr_{s1}_has_been_besieg|{s1} был осаждён {s2} из {s3}.
qstr_{s1}_is_the_new_mars|{s1} — новый маршал {s2}.
qstr_You_gained_{reg12}_r|Вы получили {reg12} известности.
qstr_You_lose_{reg12}_ren|Вы потеряли {reg12} известности.
qstr_Your_relation_with_{|Ваши отношения с {s1} улучшились.
qstr_Your_relation_with_{s|Ваши отношения с {s1} ухудшились.
qstr_You_gain_honour.|Вы получаете честь.
qstr_You_lose_honour.|Вы теряете честь.
qstr_{s1}_has_declared_wa|{s1} объявил войну {s2}.
qstr_{s1}_and_{s2}_have_m|{s1} и {s2} заключили мир друг с другом.
qstr_{s2}_{reg3?was:is_cu|{s2} {reg3?был:сейчас находится} в {s3}.
qstr_{s2}_{reg3?was:is}_t|{s2} {reg3?был:} направляется в {s3} и {reg3?:сейчас} вероятно находится возле {s4}.
qstr_{s2}_{reg3?was:is}_b|{s2} {reg3?был:является} пленником в {s3}.
qstr_{s2}_{reg3?was:has_b|{s2} {reg3?был:был} захвачен {reg4?её:его} врагами в плен.
qstr_{reg3?{s2}_s_locatio|{reg3?Местоположение {s2} было неизвестно:Я не знаю, где находится {s2}}.
qstr_{s6}_has_joined_your|{s6} присоединился к вашему отряду.
qstr_You_now_owe_{reg2}_d|Теперь вы должны {s1} {reg2} динаров.
qstr_Renown_value_for_thi|Ценность известности за этот бой составляет {reg8}.
qstr_You_have_run_into_a_|Вы попали в ловушку!
qstr_You_are_attacked_by_|На вас напали бандиты!
qstr_Holding|Держит позицию
qstr_Following|Следует
qstr_Charging|Атакует
qstr_Advancing|Наступает
qstr_Falling_Back|Отступает
qstr_Standing_Closer|Смыкается
qstr_Spreading_Out|Рассредоточивается
qstr_Standing|Стоит на месте
qstr_N/A|Н/Д
qstr_Free|Свободно
qstr_Any_Weapon|Любое оружие
qstr_Blunt_Weapons|Тупое оружие
qstr_{s1}_Rebels|Повстанцы {s1}
qstr_Given_by:_{s62}|Выдано: {s62}
qstr_Given_on:_{s60}|Выдано: {s60}
qstr_You_have_{reg0}_days|У вас есть {reg0} дней, чтобы завершить это задание.
qstr_This_quest_has_been_|Это задание выполнено. Поговорите с {s59}, чтобы завершить его.
qstr_This_quest_has_been_s|Это задание успешно завершено. Поговорите с {s59}, чтобы получить награду.
qstr_This_quest_has_faile|Это задание провалено. Поговорите с {s59}, чтобы объяснить ситуацию.
qstr_At_the_time_quest_wa|На момент выдачи задания:^{s1}
qstr_{s5}_has_a_strength_|Общая численность {s5} составляет {reg1} человек.
qstr_The_last_time_you_sa|Когда вы видели {reg1?её:его} в последний раз, {s1}
qstr_The_last_time_you_he|Когда вы слышали о {reg1?ней:нём} в последний раз, {s1}
qstr_Current_garrison_con|Текущий гарнизон состоит из {reg5} человек.^Запасов пищи хватит на {reg6} дней.
qstr_Very_Poor|Очень бедное
qstr_Poor|Бедное
qstr_Average|Среднее
qstr_Rich|Богатое
qstr_Very_Rich|Очень богатое
qstr_Manor|Усадьба
qstr_A_manor_lets_you_res|Усадьба позволяет вам отдыхать в деревне и платить войскам половину жалованья во время отдыха.
qstr_Mill|Мельница
qstr_A_mill_increases_vil|Мельница увеличивает процветание деревни на 5%.
qstr_Watch_Tower|Сторожевая башня
qstr_A_watch_tower_lets_t|Сторожевая башня позволяет жителям деревни раньше бить тревогу. Время, за которое враги могут разграбить деревню, увеличивается на 25%.
qstr_School|Школа
qstr_A_shool_increases_th|Школа увеличивает лояльность жителей деревни к вам на +1 в месяц.
qstr_Messenger_Post|Почтовая станция
qstr_A_messenger_post_let|Почтовая станция позволяет деревням отправлять вам сообщение, когда рядом враги, даже если вы находитесь далеко.
qstr_Prison_Tower|Тюремная башня
qstr_A_prison_tower_reduc|Тюремная башня снижает шансы пленников на успешный побег.
qstr_Prosperity_of_{s2}_h|Процветание {s2} изменилось с {s3} на {s4}.
qstr_{s4}_looks_upset.|{s4} выглядит расстроенным.
qstr_your_party|ваш отряд
qstr_{reg0?One_of_your_pr|{reg0?Один из ваших пленников,:} {s1} из {s3} сбежал!
qstr_You_brought_{reg3}_h|Вы привели {s1} {reg3} голов скота.
qstr_I_heard_that_there_w|Говорят, скоро в {s62} состоится турнир.
qstr_I_heard_that_one_can|Говорят, {s62} можно очень дёшево купить в {s63}.
qstr_I_heard_that_they_pa|Говорят, за {s62} в {s63} платят очень высокую цену.
qstr_two_days_ago|два дня назад
qstr_Best_threat_of_{s4}_|Лучшая угроза для {s4} имеет значение {reg1}
qstr_No_center_found_to_d|Не найдено центра для защиты.
qstr_You_gain_right_to_ru|Вы получаете право на правление.
qstr_You_lose_right_to_ru|Вы теряете право на правление.
qstr_You_must_stay_behind|Вы должны оставаться за линией на земле! Очко не засчитывается.
qstr_Tutorial|Обучение
qstr_You_came_into_the_wo|Вы появились на свет как {reg3?дочь:сын} обедневшей дворянской семьи; ваше единственное имущество — дом, в котором жили ваши родители. Но несмотря на трудности, семья урезала себя во всём, чтобы дать вам хорошее образование, и с раннего детства готовила вас к испытаниям жизни аристократа и при дворе.
qstr_You_were_born_the_{r|Вы родились {reg3?дочерью:сыном} странствующих торговцев, которые постоянно были в пути в поисках прибыли. Хотя ваши родители были богаче многих других и изо всех сил старались дать вам хорошее образование, у вас было мало возможностей завести друзей в дороге, и вы жили в основном ради моментов, когда могли что-то кому-то продать.
qstr_As_a_child_your_fami|В детстве ваша семья с трудом сводила концы с концами на скудный доход, который ваш отец получал как стражник у местного лорда. Это была нелёгкая жизнь, и вы были слишком бедны, чтобы получить образование. В основном вы учились драться на улицах, с оружием в руках или без него.
qstr_{reg3?daughter:son}|{reg3?дочерью:сыном}
qstr_You_were_the_{reg3?d|Вы были {reg3?дочерью:сыном} семьи, жившей в лесах и выполнявшей любую работу, чтобы выжить. Охотились, рубили дрова, делали стрелы и даже не брезговали браконьерством, когда нечего было есть. Зима никогда не была хорошим временем для вашей семьи, ведь холод уносил людей и животных. Но даже если вашим братьям и сёстрам повезло меньше, вы по крайней мере переживали каждый закат солнца.
qstr_You_were_a_child_of_|Вы были дитём степи, рождённым в кочевом племени, населявшем засушливые прерии большими лагерями. Как и другие члены племени, ваша семья почитала лошадей, и вас научили ездить верхом ещё до того, как вы научились ходить.
qstr_As_the_{reg3?daughte|Как {reg3?дочь:сын} вора, вы получили очень мало «формального» образования. Вместо этого вас выставили на улицу, где вы попрошайничали, пока не научились воровать кошельки, пока не научились взламывать замки, и так далее до конца детства. Но все эти долгие годы сделали вас хитрым и научили чувствовать пульс улиц и тёмных переулков.
qstr_As_a_{reg3?girl:boy}|Будучи {reg3?девочкой:мальчиком}, едва вышедшим из детского возраста, вас отправили ко двору одного из аристократов страны. Там вы получили первые уроки смирения на службе у лордов и леди дома. Но через их партии в шахматы, сплетни и даже поэмы, воспевавшие великие подвиги и куртуазную любовь, вы быстро начали многое узнавать о мире взрослых с его конфликтами и соперничеством. Вы также извлекли уроки из грубых игр других детей, которые дрались палками, подражая мечам своих предков.
qstr_As_a_{reg3?girl:boy}_|Будучи {reg3?девочкой:мальчиком}, едва вышедшим из детского возраста, вы пошли в ученики к местному ремесленнику. После лет тяжёлой работы и учёбы под руководством нового мастера он возвёл вас в ранг подмастерья и нанял вас как полноценного ремесленника с полной оплатой, на столько времени, сколько вы пожелаете остаться.
qstr_As_a_{reg3?girl:boy}_g|Будучи {reg3?девочкой:мальчиком}, едва вышедшим из детского возраста, вы пошли в ученики к богатому купцу и изучали его ремесло на протяжении лет, в течение которых продавали в лавках и возглавляли караваны. Вскоре вы стали адептом искусства покупать дёшево, продавать дорого и при этом убеждать клиента, что он заключил лучшую сделку.
qstr_As_a_{reg3?girl:boy}_gr|Будучи {reg3?девочкой:мальчиком}, едва вышедшим из детского возраста, вы росли на улице и делали всё, чтобы выжить. Попрошайничеством, воровством и мелкими услугами для банд вы зарабатывали свой хлеб насущный в жестоком мире, где следующий день всегда был неизвестен, всегда на шаг впереди закона и тех, кто желал вам зла.
qstr_As_a_{reg3?girl:boy}_gro|Будучи {reg3?девочкой:мальчиком}, едва вышедшим из детского возраста, вы скакали по великим степям на собственной лошади и погружались в путь травы и пустыни. Хотя иногда вы голодали, вы стали умелым охотником и следопытом в этой земле без дорог. Жизнь кочевника сделала ваше тело крепким и мускулистым.
qstr_{reg3?daughter:man}|{reg3?дочерью:мужчиной}
qstr_Though_the_distincti|Хотя различие мало что для вас значило, в какой-то момент вы стали {reg3?женщиной:мужчиной}, и весь мир, казалось, изменился вокруг вас. Когда вас возвели в оруженосцы дворянина при дворе, вы долгие часы тренировались со всевозможным оружием и учились наносить тяжёлые удары и принимать их. Вас наставляли в обязанностях перед вашим лордом и в ваших обязанностях перед теми, кто однажды станет вашими вассалами. Но помимо идеалов рыцарства, вы также познали менее приятные стороны — истории старых воинов о безжалостной политике власти, о предательстве и узурпаторах, о людях, которые преследовали свои цели как с честью, так и с хитростью.
qstr_{reg3?woman:man}|{reg3?женщиной:мужчиной}
qstr_Though_the_distinctio|Хотя различие мало что для вас значило, в какой-то момент вы стали {s13}, и весь мир, казалось, изменился вокруг вас. Вы стали членом небольшого, но эксклюзивного круга женщин при дворе, ряда весьма благородных дам, которые были жёнами и спутницами дворян или незамужними девицами. Но даже здесь вы обнаружили действие политики, ведь дамы плели интриги ради общественного положения и ожесточённо боролись друг с другом, чтобы привлечь взгляд каждого модного холостяка при дворе. Вскоре вы научились использовать подобные ситуации и события в свою пользу. В то же время вы поняли, что сами можете оказывать большое влияние в мире, если действовать тонко.
qstr_Though_the_distinction|Хотя различие мало что для вас значило, в какой-то момент вы стали {s13}, и весь мир, казалось, изменился вокруг вас. Вы отправились в путь в одиночку, вооружившись лишь инструментом на спине и своим голосом. Это была бедная жизнь, и во многие вечера вы голодали, потому что люди не ценили вашу игру; но вам удавалось пробиваться одной лишь музыкой. С годами вы научились управлять пьяной толпой в тавернах как своим собственным инструментом и в совершенстве овладели искусством выуживать у других людей то, что вам нужно.
qstr_Though_the_distinction_|Хотя различие мало что для вас значило, в какой-то момент вы стали {reg3?женщиной:мужчиной}, и весь мир, казалось, изменился вокруг вас. Вы стали студентом университета одного из больших городов, где изучали теологию, философию и медицину. Но не все ваши уроки проходили в аудиториях. Возможно, вы присоединились к своим товарищам, когда они бродили по переулкам в поисках вина, женщин и хорошей драки — а возможно, и нет. Но в любом случае вы могли наблюдать, как лечится сломанная челюсть или как можно уговорить разъярённого горожанина опустить дубинку и принять звонкую монету в качестве компенсации за разрушение его лавки.
qstr_Though_the_distinction_f|Хотя различие мало что для вас значило, в какой-то момент вы стали {s13}, и весь мир, казалось, изменился вокруг вас. Вы ответили на зов дороги, путешествовали из деревни в деревню и покупали и продавали всё, что только могли. Это была жизнь не в достатке, но вы стали мастером торговли, и даже самые скупые старики давали вам хорошие цены. И вы знали, что скоро окажетесь в положении, чтобы построить собственную торговую империю...
qstr_Though_the_distinction_fe|Хотя различие мало что для вас значило, в какой-то момент вы стали {s13}, и весь мир, казалось, изменился вокруг вас. Вы сделали ремесло кузнеца своей профессией и создавали полезное и прекрасное из простого металла. Со временем вы стали мастером своей гильдии, и за ваши благородные творения начали платить благородные цены. С полным желудком и дровами в печи вы могли гордиться своей работой и растущей репутацией.
qstr_Though_the_distinction_fel|Хотя различие мало что для вас значило, в какой-то момент вы стали {s13}, и весь мир, казалось, изменился вокруг вас. Недовольный отчаявшейся массой и её низкой погоней за богатством, вы ушли в леса вашего лорда и начали брать себе из их богатств то, что желали, — к чёрту закон! Вы охотились на оленей, кабанов и гусей и продавали ценное мясо из-под полы. Вы валили деревья прямо под носом у лесничих и превращали их в дрова, которые согревали не один морозный дом зимой. Всё, разумеется, за горсть серебряных монет.
qstr_Only_you_know_exactl|Только вы точно знаете, что заставило вас оставить старую жизнь и стать искателем приключений. Но со всей этой пылающей яростью в вашем сердце это не было трудным решением. Вы жаждете мести. Вы жаждете справедливости. То, что с вами сделали, нельзя исправить, и этот долг может быть оплачен только кровью...
qstr_Only_you_know_exactly|Только вы точно знаете, что заставило вас оставить старую жизнь и стать искателем приключений. Вы можете лишь сказать, что больше не могли оставаться, не с болезненными воспоминаниями о когда-то столь любимых людях. Возможно, ваша новая жизнь научит вас забыть или почтить имя, которое вы больше не можете произнести...
qstr_Only_you_know_exactly_|Только вы точно знаете, что заставило вас оставить старую жизнь и стать искателем приключений. Вы даже не уверены, когда именно ваш дом стал тюрьмой, привычное стало мирским, но ваши мечты о странствиях теперь определяют вашу жизнь. Жаждали ли вы далёкого места или просто дороги на закат и свободы неприкаянности, вы больше не могли выносить пребывание на одном месте. Вы просто ушли и никогда не оглядывались...
qstr_Only_you_know_exactly_w|Только вы точно знаете, что заставило вас оставить старую жизнь и стать искателем приключений. Но вы также знаете, что никогда не сможете вернуться. Нет ничего, к чему можно было бы вернуться. Что бы ни разожгло ваш гнев, теперь этого нет, и вам придётся смириться с тем, что теперь вы в большом мире. Одни — на радость или на горе...
qstr_Only_you_know_exactly_wh|Только вы точно знаете, что заставило вас оставить старую жизнь и стать искателем приключений. Для всех остальных совершенно очевидно, что ваша единственная мотивация теперь — личная выгода. Вы хотите быть богатым, могущественным, уважаемым и внушающим страх. Вы хотите быть тем, кому другие подчиняются не раздумывая. Вы хотите, чтобы люди знали ваше имя и трепетали всякий раз, когда оно произносится. Вы хотите всего, и никто не помешает вам...
qstr_Back_to_the_beginnin|Вернуться к началу...
qstr_View_next_segment...|Посмотреть следующий сегмент...
qstr_^No_food:___{reg7}|^Нет пищи: -{reg7}
qstr_^Wage_debt:___{reg6}|^Долг по жалованью: -{reg6}
qstr_Appoint_next_marshal|Назначить следующего маршала
qstr_Award_{s12}_as_fief|Присудить {s12} в качестве лена
qstr_No_one|Никто
qstr_Selected_faction_is:|Выбранная фракция: {s10}^^{s9}
qstr_You_are_currently_re|Вы сейчас читаете {s8}.
qstr_You_are_not_reading_|Вы сейчас не читаете никаких книг.
qstr_none|нет
qstr_{s5}_and_{s6}|{s5} и {s6}
qstr_Your_estates_are:_{s|Ваши владения: {s8}.^{s9}
qstr_You_are_a_lord_of_{s|Вы являетесь лордом {s8}.^{s9}
qstr_Current_party_size_l|Текущий лимит размера отряда: {reg5}.^Текущие модификаторы размера отряда:^^Базовый размер: +10^Лидерство: {s2}{reg1}^Харизма: {s3}{reg2}^Известность: {s4}{reg3}^ВСЕГО: {reg5}
qstr_Loyal|Верный
qstr_Devoted|Преданный
qstr_Fond|Расположенный
qstr_Gracious|Милостивый
qstr_Friendly|Дружелюбный
qstr_Supportive|Поддерживающий
qstr_Favorable|Благосклонный
qstr_Cooperative|Сотрудничающий
qstr_Accepting|Приемлющий
qstr_Indifferent|Безразличный
qstr_Suspicious|Подозрительный
qstr_Grumbling|Ворчащий
qstr_Hostile|Враждебный
qstr_Resentful|Обиженный
qstr_Angry|Сердитый
qstr_Hateful|Ненавидящий
qstr_Revengeful|Мстительный
qstr_Vengeful|Жаждущий мести
qstr_Your_relation_with_t|Ваши отношения с фракциями:^{s2}
qstr_Player_renounce_incr|Известность игрока увеличена на 100.
qstr_Player_honor_is_incr|Честь игрока увеличена на 1 и теперь составляет {reg7}.
qstr_{reg1}_{s1}_{reg2?ac|{reg1} {s1} {reg2?принимают:принимает} предложение.
qstr_No_one_accepts_the_o|Никто не принимает предложение.
qstr_You_start_reading_{s|Вы начинаете читать {s2}. После нескольких страниц вы обнаруживаете, что можете многому научиться из этой книги. Вы решаете оставить её при себе и читать, когда найдётся время.
qstr_You_flip_through_the|Вы листаете {s2}, но находите текст запутанным и сложным. Несмотря на все попытки, вскоре у вас начинается сильная головная боль, и вы вынуждены отказаться от чтения.
qstr_Villagers|Жители деревни
qstr_You_have_encountered|Вы столкнулись с {s1}.
qstr_You_have_engaged_{s1|Вы атаковали {s1} во время их набега на {s3}.
qstr_You_were_caught_by_{|Вы были пойманы {s1}, пока ваши войска совершали набег на {s3}.
qstr_You_were_victorious!|Вы одержали победу!
qstr_Battle_was_lost._You|Битва проиграна. Ваши войска были жалко разбиты.
qstr_Your_companions_carr|Ваши спутники уносят вас с поля боя.
qstr_You_have_defeated_th|Вы победили врага.
qstr_You_have_retreated_f|Вы отступили из боя.
qstr_^^Ally_Casualties:{s|^^Потери союзников:{s0}
qstr_{s1}_of_{s3}_managed|{s1} из {s3} удалось скрыться.
qstr_Some_of_your_tendons|Некоторые ваши сухожилия получили повреждения в бою. Ваша сила снижена на 1.
qstr_You_took_a_nasty_wou|Вы получили тяжёлую рану, из-за которой будете хромать даже после заживления. Ваша ловкость снижена на 1.
qstr_You_have_trouble_thi|После боя вам трудно ясно мыслить, возможно, из-за удара по голове, и теперь вас мучают частые головные боли. Ваш интеллект снижен на 1.
qstr_Perhaps_I_m_getting_|Возможно, удача отвернулась от меня...
qstr_Retirement_is_starti|Перспектива отставки постепенно становится привлекательнее.
qstr_No_matter!_I_will_pe|Неважно! Я справлюсь!
qstr_What_did_I_do_to_des|Чем я это заслужил?
qstr_I_suppose_it_ll_make|Ну что ж, по крайней мере это хорошая история...
qstr_Player_retreats_from|Игрок отступает из боя
qstr_{s9}_wants_you_to_fo|{s9} хочет, чтобы вы присоединились к его армии до дальнейших указаний.
qstr_{s8}_of_{s9}|{s8} из {s9}
qstr__Your_own_banner_fli|Ваше собственное знамя развевается над воротами замка.
qstr__You_see_the_banner_|Вы видите знамя {s7}, развевающееся над воротами замка.
qstr__Your_own_banner_flie|Ваше собственное знамя развевается над городскими воротами.
qstr__You_see_the_banner_o|Вы видите знамя {s7}, развевающееся над городскими воротами.
qstr_The_{reg6?town_s:cas|Запасов пищи {reg6?города:замка} должно хватить ещё на {reg3} дней.
qstr_The_{reg6?town_s:cast|Запасы пищи {reg6?города:замка} истощены, и защитники голодают.
qstr_You_re_preparing_to_|Вы готовитесь к штурму стен; это должно быть выполнено через {reg9} часов.
qstr_Your_forces_are_buil|Ваши силы строят осадную башню. Они оценивают, что до завершения осталось ещё {reg9} часов.
qstr_You_are_ready_to_att|Вы готовы атаковать стены в любой момент.
qstr_The_siege_tower_is_b|Осадная башня готова и ждёт штурма.
qstr_As_a_last_defensive_|В качестве последней оборонительной попытки вы отступаете в главный зал донжона. Вы и ваши оставшиеся солдаты дадите здесь последний, отчаянный бой. Если вас победят, отступать будет некуда.
qstr_You_ve_been_driven_a|Вас оттеснили от стен. Теперь атакующие вливаются на улицы. Если вам удастся их одолеть, возможно, удача повернётся к вам лицом.
qstr_You_ve_breached_the_|Вы прорвали городские стены, но упрямые защитники теперь противостоят вам на улицах! Вы должны разделаться с ними, прежде чем атаковать сердце города.
qstr_The_town_centre_is_y|Центр города ваш, но оставшиеся защитники укрылись в замке. Он должен пасть, прежде чем победа действительно станет вашей.
qstr_The_remaining_defend|Уцелевшие защитники отступили в замок для последнего боя. Вы должны ворваться и сокрушить всякое сопротивление.
qstr_However_since_you_ar|Однако, поскольку вы не являетесь одним из присягнувших вассалов {s9}, он не признает вас {лордом/леди} этого {reg8?города:замка}.
qstr_The_enemy_has_been_f|Враг был вынужден отступить. Атака окончена, но осада продолжается.
qstr_As_you_approach_you_|Когда вы приближаетесь, вас замечает замковая стража, которая приветствует вас и открывает ворота для {своего короля/своей королевы}.
qstr_As_you_approach_you_a|Когда вы приближаетесь, вас замечает замковая стража, которая приветствует вас и открывает ворота для {своего лорда/своей леди}.
qstr__This_village_and_th|Эта деревня и окружающие земли принадлежат вам.
qstr__You_remember_that_t|Вы помните, что эта деревня и окружающие земли принадлежат {s7}.
qstr__These_lands_belong_|Эти земли никому не принадлежат.
qstr__The_village_is_infe|Деревня кишит {reg8} {s35}.
qstr__The_village_has_bee|Деревня была разграблена. Горстка душ разбегается, когда вы пробираетесь через сожжённые дома.
qstr__The_village_is_bein|Деревня подвергается набегу.
qstr_No_one_here_seems_to|Кажется, никто здесь не желает присоединиться к вашему отряду.
qstr_One_{s3}_volunteers_|Один {s3} вызывается следовать за вами.
qstr_{reg5}_{s3}_voluntee|{reg5} {s3} вызываются следовать за вами.
qstr_Try_as_you_might_you|Как бы вы ни старались, вам не удаётся победить бандитов. В ярости они сжигают деревню дотла, чтобы наказать крестьян, а затем оставляют пылающую пустошь в поисках новой добычи.
qstr_village|деревня
qstr_town|город
qstr_castle|замок
qstr_The_{s17}_has_no_imp|{s17} не имеет улучшений.
qstr_The_{s17}_has_the_fo|{s17} имеет следующие улучшения:{s18}.
qstr_The_assasins_beat_yo|Убийцы избивают вас и оставляют умирать.
qstr_You_have_fallen._The|Вы пали. Бандиты тщательно обыскивают вас, а затем исчезают в ночи. Они оставили вас в живых... едва.
qstr_Luckily_some_of_your|К счастью, некоторые из ваших спутников, ища вас, находят вас лежащим у дороги. Они быстро доставляют вас в безопасное место и перевязывают раны.
qstr_Luckily_some_passing|К счастью, мимо проходят горожане, видят вас лежащим у дороги и понимают, что вы больше, чем просто нищий. Они несут вас в ближайшую таверну и перевязывают раны.
qstr_You_fail_to_steal_an|Вам не удалось украсть скот.
qstr_You_drive_away_{reg1|Вы угоняете {reg17} голов скота из деревенского стада.
qstr_You_are_at_{s2}.|Вы находитесь в {s2}.
qstr__This_castle_has_no_|В этом замке нет гарнизона.
qstr__This_town_has_no_ga|В этом городе нет гарнизона.
qstr__You_have_successful|Вам удалось проникнуть внутрь.
qstr_{s13}_A_tournament_w|{s13} Здесь скоро пройдёт турнир.
qstr___{reg1}_denars_per_|({reg1} динаров за ночь)
qstr_Moreover_you_earn_{r|Более того, вы зарабатываете {reg8} динаров со ставок, на которых вы мудро поставили на себя...
